code,date,lv,lv_hi,r1,mkt,exc,short_pnl
38420,2020-01-06,374300.0,0,0.02997694081475788,0.014436708738543318,0.015540232076214562,-0.015540232076214562
38530,2017-06-06,4451900.0,1,0.022954091816367317,0.004695325327536492,0.018258766488830826,-0.018258766488830826
38530,2017-07-10,5994000.0,1,-0.015972222222222276,0.006521732555128949,-0.022493954777351225,0.022493954777351225
38530,2017-08-25,3379500.0,1,-0.046979865771812124,0.005232836437093359,-0.05221270220890548,0.05221270220890548
38530,2025-08-29,1890800.0,1,-0.038316243928764204,-3.9252145617100825e-05,-0.038276991783147106,0.038276991783147106
38560,2023-04-19,1876500.0,1,-0.053838484546360865,0.0009109115067224683,-0.054749396053083335,0.054749396053083335
38960,2023-01-27,565000.0,1,-0.1015625,-0.0001502076263865542,-0.10141229237361345,0.10141229237361345
38960,2024-01-18,605900.0,1,0.018932874354561147,0.004184283764218116,0.01474859059034303,-0.01474859059034303
39050,2018-07-24,2023900.0,1,-0.014098690835850913,0.0060581078500296015,-0.020156798685880516,0.020156798685880516
39050,2024-01-22,1627000.0,1,0.003478260869565153,-0.001721299780326409,0.005199560649891562,-0.005199560649891562
39050,2025-06-09,4901200.0,1,0.14970601537765726,0.002821435356549327,0.14688458002110794,-0.14688458002110794
39050,2025-07-15,5757400.0,1,0.026562500000000044,-0.00019281159328323746,0.02675531159328328,-0.02675531159328328
39060,2018-05-21,297500.0,0,-0.15228426395939088,6.515601795389912e-05,-0.15234941997734477,0.15234941997734477
39070,2019-04-02,399100.0,0,0.04610318331503849,0.006618190356262553,0.03948499295877594,-0.03948499295877594
39090,2017-10-25,1522800.0,1,0.02262142381902854,0.0034402991131529765,0.019181124705875564,-0.019181124705875564
39110,2020-05-20,4994500.0,1,0.07432432432432434,0.00491017278126524,0.0694141515430591,-0.0694141515430591
39130,2021-03-16,336700.0,0,-0.04283054003724396,0.00555941455586083,-0.048389954593104786,0.048389954593104786
39270,2020-05-27,824200.0,1,-0.02111746590409147,0.005886120189925366,-0.027003586094016836,0.027003586094016836
39330,2019-11-26,289200.0,0,0.024214659685863893,0.005496608742480382,0.01871805094338351,-0.01871805094338351
39350,2017-05-22,434100.0,0,-0.039835164835164805,0.0022072953881633298,-0.04204246022332814,0.04204246022332814
39360,2018-04-25,64100.0,0,-0.13699421965317915,0.0009511190292010517,-0.1379453386823802,0.1379453386823802
39360,2021-08-02,99700.0,0,0.1845425867507886,-0.003829840956061855,0.18837242770685045,-0.18837242770685045
39360,2021-09-03,114500.0,0,0.06738939349545858,0.007496846977737144,0.05989254651772144,-0.05989254651772144
39360,2021-10-18,435800.0,0,0.15309446254071668,0.003759192768314019,0.14933526977240266,-0.14933526977240266
39360,2022-03-25,5559000.0,1,0.08818011257035652,-0.005653215912441064,0.09383332848279759,-0.09383332848279759
39360,2024-10-17,2806400.0,1,-0.069620253164557,-0.0009467076918585721,-0.06867354547269842,0.06867354547269842
39370,2017-06-12,291400.0,0,-0.0004051863857373883,0.0031228143733122173,-0.0035280007590496056,0.0035280007590496056
39400,2017-06-09,107300.0,0,-0.04255319148936165,-0.00042058639424716896,-0.04213260509511448,0.04213260509511448
39610,2020-06-09,194100.0,0,-0.0033407572383074013,0.0026347499209098233,-0.005975507159217224,0.005975507159217224
39670,2018-01-24,635700.0,1,-0.0552346570397112,-0.003070377463754161,-0.05216427957595704,0.05216427957595704
39680,2017-06-12,172500.0,0,-0.02631578947368418,0.0031228143733122173,-0.029438603846996397,0.029438603846996397
39870,2019-01-28,821300.0,1,0.01053185887309116,0.0008245751141123535,0.009707283758978806,-0.009707283758978806
39870,2023-02-01,527000.0,0,0.035026269702276736,-0.0012588444957166115,0.036285114197993344,-0.036285114197993344
